fecha,departamento,municipio,evento,codificacionsegundivipola,muertos,heridos,desapa,personas,familias,viviendasdestru,viviendasaver,vias,ptesvehic,ptepeat,acued,alcant,csalud,ceducat,ccomunit,hectareas,otros,subsidiodearriendo,fechatramiteadtivo,menajes,apaliment,materialesconst,sacos,otros1,transeconomicas,recejecutados
08/05/2012 12:00:00 AM,CUNDINAMARCA,COTA,INUNDACION,25214,,,,,,,,,,,,,,,,120,,,,0,0,0,0,,0,0
03/12/2013 12:00:00 AM,CUNDINAMARCA,CARMEN DE CARUPA,INCENDIO FORESTAL,25154,,,,,,,,,,,,,,,,1,,0,,0,0,0,0,,0,0
10/01/2013 12:00:00 AM,CASANARE,YOPAL,EXPLOSION,85001,2,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
02/09/2013 12:00:00 AM,CALDAS,CHINCHINA,SISMO,,,,,5,1,,1,,,,,,,,,,,0,,0,0,0,0,,0,0
11/17/2011 12:00:00 AM,CAUCA,POPAYÁN,DESLIZAMIENTO,19001,,,,,,,,1,,,,,,,,,,,,0,0,0,0,,0,0
05/05/2009 12:00:00 AM,SANTANDER,ZAPATOCA,INUNDACION,68895,,,,550,110,,110,,,,,,,,,,,,,0,0,0,0,,,0
07/30/2013 12:00:00 AM,ARAUCA,ARAUQUITA,CONTAMINACION,81065,,20,,20,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
09/20/2008 12:00:00 AM,NORTE DE SANTANDER,PUERTO SANTANDER,VENDAVAL,54553,,,,180,36,,36,,,,,,,,,,,,39749,0,0,5298300,0,,,5298300
02/10/2012 12:00:00 AM,TOLIMA,COELLO,INUNDACION,73200,,,,15,3,,3,,,,,,,,,,,,,0,0,0,0,,0,0
09/10/2011 12:00:00 AM,TOLIMA,IBAGUÉ,VENDAVAL,73001,,,,55,11,,11,,,,,,,,,,,,,0,0,0,0,,0,0
10/10/2012 12:00:00 AM,ANTIOQUIA,SALGAR,VENDAVAL,05642,,,,300,60,,60,,,,,,,,,,,,,0,0,0,0,,0,0
02/06/2009 12:00:00 AM,SUCRE,SAN LUIS DE SINCÉ,VENDAVAL,70742,,,,95,19,,19,,,,,,,,,,,,40193,0,0,3300000,0,,,3300000
04/25/2011 12:00:00 AM,CASANARE,PAZ DE ARIPORO,INUNDACION,85250,,,,3110,622,,622,,,,,,,,,,,,,0,0,0,0,,0,0
04/19/1999 12:00:00 AM,NARIÑO,TAMINANGO,DESLIZAMIENTO,52786,,,,65,15,3,12,,,,,,,,,,,,36277,1661455.95,309000,402009.6,,,,2372465.55
10/03/2010 12:00:00 AM,CHOCÓ,JURADÓ,INUNDACION,27372,,,,1000,200,,,,,,,,,,,515,PERDIDA DE CULTIVOS DE POPOCHO . BANANO PLATANO. YUCA. CAÑA Y MAIZ. PERDIDA DE ANIMALES DE CORRAL.,,40533,0,29748761,0,0,,0,29748761
05/29/2002 12:00:00 AM,META,SAN CARLOS DE GUAROA,INUNDACION,50680,,,,175,36,,27,2,,,,,,,,,,,,0,0,0,0,,,0
08/03/2012 12:00:00 AM,SUCRE,SAN BENITO ABAD,VENDAVAL,70678,,,,160,38,,38,,,,,,,,,,,,,0,0,72914002.84,0,,0,72914002.84
02/27/2011 12:00:00 AM,BOLÍVAR,MAGANGUÉ,VENDAVAL,13430,,,,5385,1077,5,122,,,,,,,,,,,,,0,0,0,0,,0,0
04/13/2011 12:00:00 AM,CUNDINAMARCA,VIOTÁ,DESLIZAMIENTO,25878,,,,300,60,,,,,,1,,,,,100,,,,0,0,0,0,,0,0
07/29/2012 12:00:00 AM,CASANARE,NUNCHÍA,INUNDACION,85225,,,,2135,427,,427,,,,,,,,,,,,,0,0,0,0,,0,0
05/12/2012 12:00:00 AM,ANTIOQUIA,LA PINTADA,DESLIZAMIENTO,05390,2,,,,,2,,1,,,,,,,,,,,,0,0,0,0,,0,0
08/15/2013 12:00:00 AM,PUTUMAYO,MOCOA,DESLIZAMIENTO,86001,,,,20,4,,4,1,,,,,,,,,,0,,0,0,0,0,,0,0
12/15/2010 12:00:00 AM,META,PUERTO CONCORDIA,INUNDACION,50450,,,,847,197,,197,2,,,,,,,,,PERDIDA DE CULTIVOS,,,0,0,0,0,,0,0
10/31/2006 12:00:00 AM,BOGOTÁ. D.C.,BOGOTÁ. D.C.,VENDAVAL,11001,,,,275,60,,60,,,,,,,,,,,,,0,0,0,0,,,0
02/12/2012 12:00:00 AM,CUNDINAMARCA,LA VEGA,VENDAVAL,25402,,,,55,15,2,13,,,,,,,,,,,,,0,0,0,0,,0,0
06/18/2011 12:00:00 AM,RISARALDA,BELÉN DE UMBRÍA,VENDAVAL,66088,,,,20,5,,5,,,,,,,,,,,,,0,0,0,0,,0,0
02/22/2013 12:00:00 AM,CASANARE,PAZ DE ARIPORO,INCENDIO FORESTAL,85250,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
09/19/2011 12:00:00 AM,LA GUAJIRA,FONSECA,INUNDACION,44279,,,,1540,308,,308,,,,,,,,,,,,,0,0,0,0,,0,0
05/04/2006 12:00:00 AM,BOYACÁ,VILLA DE LEYVA,INUNDACION,15407,,,,139,39,,39,,,,,,,,1,,,,38860,0,0,0,0,,21473351,21473351
10/12/2010 12:00:00 AM,HUILA,SALADOBLANCO,VENDAVAL,41660,,,,50,10,,10,,,,,,,2,,,,,,0,0,0,0,,0,0
03/25/2006 12:00:00 AM,VALLE DEL CAUCA,GINEBRA,DESLIZAMIENTO,76306,,,,50,10,,10,,,,,,,,,,,,,0,0,0,0,,,0
01/21/2013 12:00:00 AM,CESAR,EL COPEY,INCENDIO FORESTAL,20238,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
09/15/2013 12:00:00 AM,BOYACA,MARIPI,VENDAVAL,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
01/20/2005 12:00:00 AM,VALLE DEL CAUCA,BUGALAGRANDE,INCENDIO ESTRUCTURAL,76113,,1,,36,16,6,10,,,,,,,,,,,,38385,9200000,3600000,0,0,,,12800000
11/18/2010 12:00:00 AM,CUNDINAMARCA,GUTIÉRREZ,DESLIZAMIENTO,25339,,,,,,,,1,,,,,,,,,,,,0,0,0,0,,0,0
02/15/2012 12:00:00 AM,ANTIOQUIA,BARBOSA,INCENDIO FORESTAL,05079,,,,,,,,,,,,,,,,2,,,,0,0,0,0,,0,0
03/25/2012 12:00:00 AM,SANTANDER,MÁLAGA,INUNDACION,68432,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
08/03/2013 12:00:00 AM,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,76001,,,,,,,,,,,,,,,,12,,0,,0,0,0,0,,0,0
02/18/2000 12:00:00 AM,NORTE DE SANTANDER,CUCUTILLA,INUNDACION,54223,,,,,,,,,,,,,,,1,,,,,0,0,0,0,,,0
03/31/2012 12:00:00 AM,CHOCÓ,EL LITORAL DEL SAN JUAN,INCENDIO ESTRUCTURAL,27250,1,1,,10,2,2,,,,,,,,,,,,,,0,0,0,0,,0,0
02/17/2013 12:00:00 AM,SANTANDER,PIEDECUESTA,DESLIZAMIENTO,68547,,,,360,90,,85,,,,5,,,,,,,21300000,,0,0,5600000,0,,0,5600000
02/28/2002 12:00:00 AM,NARIÑO,EL TAMBO,SEQUIA,52260,,,,636,142,,,,,,,,,,,52,PERDIDA DE CULTIVOS,,,0,4203200,0,0,,,4203200
07/04/2012 12:00:00 AM,HUILA,PITAL,INCENDIO FORESTAL,41548,,,,,,,,,,,,,,,,1,,,,0,0,0,0,,0,0
12/06/2011 12:00:00 AM,CUNDINAMARCA,LA PALMA,DESLIZAMIENTO,25394,,,,5,1,,1,1,,,,,,,,,,,,0,0,0,0,,0,0
05/10/2007 12:00:00 AM,CESAR,CURUMANÍ,INUNDACION,20228,,,,1100,220,,,,,,,,,,,,,,,0,0,0,0,,,0
11/23/2011 12:00:00 AM,QUINDIO,ARMENIA,DESLIZAMIENTO,63001,,,,,,,,1,,,,,,,,,,,,0,0,0,0,,0,0
07/19/2013 12:00:00 AM,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,68001,,,,,1,1,,,,,,,,,,,,0,,0,0,0,0,,0,0
01/25/2009 12:00:00 AM,TOLIMA,IBAGUÉ,VENDAVAL,73001,,,,39,7,1,5,,,,,,,,,,,,,0,0,0,0,,,0
05/28/2008 12:00:00 AM,CAUCA,PURACÉ,INUNDACION,19585,,,,145,29,,29,,,,,,,,,,,,,0,0,0,0,,,0
11/14/2012 12:00:00 AM,CAUCA,POPAYÁN,DESLIZAMIENTO,19001,,,,35,7,,7,,,,,,,,,,,,,0,0,0,0,,0,0
05/04/2006 12:00:00 AM,CHOCÓ,MEDIO SAN JUAN,VENDAVAL,27450,,,,2370,474,,474,,,,,,,,,,,,38911,13320000,8100000,0,0,,,21420000
09/27/2013 12:00:00 AM,TOLIMA,PURIFICACION,INCENDIO FORESTAL,,,,,,,,,,,,,,,,,1,,0,,0,0,0,0,,0,0
06/29/2005 12:00:00 AM,ATLÁNTICO,SOLEDAD,VENDAVAL,08758,,,,1365,273,,273,,,,,,,,,,,,38561,0,0,57679900,0,,,57679900
05/18/2011 12:00:00 AM,CAUCA,PATÍA,INUNDACION,19532,,,,120,30,,30,,,,,,,,,,,,,0,0,0,0,,0,0
06/20/2012 12:00:00 AM,NORTE DE SANTANDER,GRAMALOTE,DESLIZAMIENTO,54313,,,,,,,,,,,,,,,,,,,,0,165431250,0,0,,0,165431250
12/05/2011 12:00:00 AM,VALLE DEL CAUCA,EL CERRITO,INUNDACION,76248,,,,,,,,,1,,,,,,,,,,,0,0,0,0,,0,0
02/26/2012 12:00:00 AM,CASANARE,YOPAL,INCENDIO FORESTAL,85001,,,,,,,,,,,,,,,,1,,,,0,0,0,0,,0,0
01/30/2004 12:00:00 AM,BOYACÁ,TIBANÁ,INCENDIO FORESTAL,15804,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0
11/14/2005 12:00:00 AM,META,CUMARAL,INUNDACION,50226,,,,100,20,,,,,,,,,,,,,,,0,0,0,0,,,0
12/03/1999 12:00:00 AM,QUINDIO,FILANDIA,DESLIZAMIENTO,63272,,,,,,,,13,,,,,,,,,,,,,,,,,,**
05/25/2002 12:00:00 AM,ANTIOQUIA,TURBO,INUNDACION,05837,,,,680,136,,,,,,,,,,,600,PERDIDA DE CULTIVOS DE PLATANO,,37425,5200048,9520000,10247440,0,,,24967488
09/25/2012 12:00:00 AM,HUILA,RIVERA,INCENDIO FORESTAL,41615,,,,,,,,,,,,,,,,2,,,,0,0,0,0,,0,0
11/01/2010 12:00:00 AM,CAUCA,BUENOS AIRES,INUNDACION,19110,,,,1528,382,,382,,,,,,,,,35,ARROZ CACAO YUCA,,,0,0,0,0,,0,0
05/04/2010 12:00:00 AM,VALLE DEL CAUCA,CALI,INUNDACION,76001,,,,5000,1000,,1000,,,,,,,,,,,,,0,0,0,0,,0,0
01/23/2012 12:00:00 AM,HUILA,NÁTAGA,INUNDACION,41483,,,,,,,,,,,,,,,,4.5,,,,0,0,0,0,,0,0
02/24/2006 12:00:00 AM,BOLÍVAR,SAN JACINTO DEL CAUCA,INUNDACION,13655,,,,,,,,,,,,,,,,,,,38776,0,0,22402616,0,11185612.8,5000000,38588228.8
02/07/2013 12:00:00 AM,CASANARE,YOPAL,INCENDIO FORESTAL,85001,,,,,,,,,,,,,,,,1,,0,,0,0,0,0,,0,0
11/18/2010 12:00:00 AM,ARAUCA,ARAUQUITA,INUNDACION,81065,,,,61,13,,4,1,1,,,,,1,,,,,,0,0,0,0,,0,0
08/18/2008 12:00:00 AM,CALDAS,MANIZALES,DESLIZAMIENTO,17001,,4,,,,,,1,,,,,,,,,,,,0,0,0,0,,,0
11/03/2010 12:00:00 AM,BOLÍVAR,TURBACO,INUNDACION,13836,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
11/04/2009 12:00:00 AM,HUILA,NEIVA,EXPLOSION,41001,,2,,5,5,,1,,,,,,,,,,,,,0,0,0,0,,,0
02/01/2010 12:00:00 AM,SANTANDER,ARATOCA,SEQUIA,68051,,,,,,,,,,,,,,,,,,,40302,0,0,0,0,,28000000,28000000
08/19/2007 12:00:00 AM,ATLÁNTICO,SOLEDAD,VENDAVAL,08758,,,,495,99,,99,,,,,,,,,,,,39505,0,0,9502720,0,,,9502720
01/21/2002 12:00:00 AM,CAUCA,PADILLA,VENDAVAL,19513,,,,785,157,,157,,,,,,,,,,,,37291,0,0,7736836.92,0,,,7736836.92
06/20/2012 12:00:00 AM,HUILA,TESALIA,VENDAVAL,41797,,,,75,15,,15,,,,,,,,,,,,,0,0,0,0,,0,0
10/24/2005 12:00:00 AM,CHOCÓ,MEDIO ATRATO,INUNDACION,27425,,,,6162,3048,,,,,,,,,,,,,,38686,130000000,80000000,0,0,,,210000000
09/13/2012 12:00:00 AM,ATLÁNTICO,MANATÍ,VENDAVAL,08436,,,,30,6,,6,,,,,,,,,,,,,0,0,0,0,,0,0
10/28/2003 12:00:00 AM,CHOCÓ,BAHÍA SOLANO,VENDAVAL,27075,,,,60,12,2,6,,,,,,,,,,,,,0,0,0,0,,,0
04/03/2002 12:00:00 AM,RISARALDA,APÍA,VENDAVAL,66045,,1,,350,70,6,38,,,,,,,,1,,,,37365,3220000,2065000,5080104,0,,,10365104
10/25/2004 12:00:00 AM,ANTIOQUIA,LA ESTRELLA,DESLIZAMIENTO,05380,,,,500,100,,,,,,,,,,,,,,,0,0,0,0,,,0
08/22/2001 12:00:00 AM,BOYACÁ,VILLA DE LEYVA,INCENDIO FORESTAL,15407,,,,,,,,,,,,,,,,80,,,,0,0,0,0,,,0
02/18/2013 12:00:00 AM,CESAR,TAMALAMEQUE,INCENDIO ESTRUCTURAL,20787,,,,5,1,1,,,,,,,,,,,1,0,,0,0,0,0,,0,0
09/08/2011 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA,TORMENTA ELECTRICA,54001,1,1,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
06/03/2009 12:00:00 AM,CASANARE,VILLANUEVA,INUNDACION,85440,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0
04/15/2010 12:00:00 AM,CAUCA,INZÁ,DESLIZAMIENTO,19355,,,,2845,569,,496,,,,,,,,,,,,40513,0,0,0,0,,73350000,73350000
07/17/2000 12:00:00 AM,SANTANDER,PUERTO PARRA,VENDAVAL,68573,,2,,744,144,10,70,,,,,,,,,,PERDIDA DE CULTIVOS.,,36740,0,0,0,0,,6700000,6700000
11/05/2010 12:00:00 AM,CUNDINAMARCA,TOCANCIPÁ,INUNDACION,25817,,,,9,3,,3,,,,,,,,,,,,,0,0,0,0,,0,0
02/01/2010 12:00:00 AM,BOYACÁ,GACHANTIVÁ,SEQUIA,15293,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
02/01/2010 12:00:00 AM,CUNDINAMARCA,COGUA,SEQUIA,25200,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
06/04/2008 12:00:00 AM,BOLÍVAR,SIMITÍ,INUNDACION,13744,,,,5515,1277,,,,,,,,,,,,,,39647,0,63211500,0,0,,,63211500
06/14/2008 12:00:00 AM,RISARALDA,DOSQUEBRADAS,VENDAVAL,66170,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0
08/02/2008 12:00:00 AM,META,LEJANÍAS,INUNDACION,50400,,,,,,,,,,,,,,,,,,,39731,0,0,0,0,,299637500,299637500
05/23/2013 12:00:00 AM,ANTIOQUIA,VENECIA,INUNDACION,05861,,,,184,46,,46,,,,,,,,,15,,0,,0,0,0,0,,0,0
09/01/2012 12:00:00 AM,CHOCÓ,QUIBDÓ,INCENDIO ESTRUCTURAL,27001,,,,5,1,,1,,,,,,,,,,,,,0,0,0,0,,0,0
11/29/2011 12:00:00 AM,CAUCA,PATÍA,INUNDACION,19532,,,1,135,27,,27,,,,,,,,,37,,,,0,0,0,0,,0,0
12/15/2011 12:00:00 AM,HUILA,GUADALUPE,INUNDACION,41319,,,,210,42,2,27,,,,4,,,,,14,,,,0,0,0,0,,0,0
04/04/2009 12:00:00 AM,ANTIOQUIA,ITAGÜÍ,INUNDACION,05360,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0
01/20/2006 12:00:00 AM,CAUCA,CAJIBÍO,INCENDIO ESTRUCTURAL,19130,,,,5,1,,,,,,,,,,,,SE AGECTO LA RAMADA PANELERA.,,,0,0,0,0,,,0
09/17/2012 12:00:00 AM,CUNDINAMARCA,BELTRÁN,INCENDIO FORESTAL,25086,,,,,,,,,,,,,,,,100,,,,0,0,0,0,,0,0
08/27/2009 12:00:00 AM,ANTIOQUIA,ANDES,VENDAVAL,05034,,,,225,45,,45,,,,,,,,,,,,,0,0,0,0,,,0
02/27/2012 12:00:00 AM,QUINDIO,FILANDIA,VENDAVAL,63272,,,,130,26,,26,,,,,,,,,,,,,0,0,0,0,,0,0
03/24/2013 12:00:00 AM,VALLE DEL CAUCA,CALI,VENDAVAL,76001,,,,150,30,,30,,,,,,,,,,35,0,,0,0,0,0,,0,0
06/30/2011 12:00:00 AM,BOLÍVAR,MAGANGUÉ,VENDAVAL,13430,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
12/02/2008 12:00:00 AM,BOYACÁ,TOCA,INUNDACION,15814,,,,1050,210,1,,,,,,,,,,,,,,0,0,0,0,,,0
11/04/2007 12:00:00 AM,ANTIOQUIA,MEDELLÍN,DESLIZAMIENTO,05001,,,,385,77,15,62,,,,,,,,,,,,,0,0,0,0,,,0
11/01/2007 12:00:00 AM,HUILA,PALESTINA,INUNDACION,41530,,,,5,1,,,,,,,,,,,,,,,0,0,0,0,,,0
05/29/2013 12:00:00 AM,SANTANDER,FLORIDABLANCA,INCENDIO ESTRUCTURAL,68276,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
01/16/2007 12:00:00 AM,RISARALDA,MARSELLA,VENDAVAL,66440,,,,185,37,8,29,,,,,,,,,,PERDIDA DE CULTIVOS Y AFECTACION EN LINEAS DE ENERGIA,,,0,0,0,0,,,0
11/11/2011 12:00:00 AM,NARIÑO,LEIVA,INUNDACION,52405,,,,50,11,,11,,,,,,,,,,,,,0,0,0,0,,0,0
11/24/2011 12:00:00 AM,BOLÍVAR,MAHATES,INUNDACION,13433,,,,,,,,1,,,,,,,,,,,,0,0,0,0,,40000000,40000000
04/24/2011 12:00:00 AM,NORTE DE SANTANDER,HACARÍ,INUNDACION,54344,,,2,,,,,,,,,,,,,,,,,132700000,127500000,154744000,0,144594000,0,559538000
08/11/2011 12:00:00 AM,BOLÍVAR,CARTAGENA DE INDIAS,DESLIZAMIENTO,13001,,1,,4,1,,1,,,,,,,,,,,,,0,0,0,0,,0,0
06/25/2007 12:00:00 AM,CÓRDOBA,MONTERIA,INUNDACION,,,,,4313,1024,,130,,,,,,,,,,,,,0,0,0,0,,,0
05/19/2004 12:00:00 AM,VALLE DEL CAUCA,GUACARÍ,INUNDACION,76318,,,,126,35,,21,,,,,,,,,,,,38139,3425000,2331000,0,0,,,5756000
03/02/2013 12:00:00 AM,VALLE DEL CAUCA,SEVILLA,INUNDACION,76736,,,,325,65,,65,,,,,,,,,,,0,,0,0,0,0,,0,0
10/13/2010 12:00:00 AM,BOYACÁ,SOCHA,DESLIZAMIENTO,15757,,,,5,1,1,,,,,,,,,,,,,,0,0,0,0,,0,0
04/23/2001 12:00:00 AM,CESAR,VALLEDUPAR,INCENDIO FORESTAL,20001,,,,,,,,,,,,,,,,500,AFECTADAS 500 HAS DE BOSQUE NATIVO Y RASTROJOS.,,,0,0,0,0,,,0
11/30/2008 12:00:00 AM,CUNDINAMARCA,SAN FRANCISCO,INUNDACION,25658,,,,25,5,,,,,,,,,,,,,,,0,0,0,0,,,0
10/19/2007 12:00:00 AM,LA GUAJIRA,DEPARTAMENTO,INUNDACION,,,,,,,,,,,,,,,,,,,,39416,424953600,83000000,0,8653600,86911560,,603518760
03/26/2010 12:00:00 AM,TOLIMA,PRADO,VENDAVAL,73563,,,,100,20,,20,,,,,,,,,,PERDIDA DE CULTIVOS DE CACAO Y PLATANO Y MADERABLES. SE PRESENTO CAIDA DE ARBOLES SOBRE VIVIENDAS. DAÑO DE UN KIOSCO.,,,0,0,9987600,0,,0,9987600
01/09/2013 12:00:00 AM,TOLIMA,PALOCABILDO,INCENDIO FORESTAL,73520,,,,,,,,,,,,,,,,4,,0,,0,0,0,0,,0,0
10/29/2012 12:00:00 AM,CUNDINAMARCA,TIBIRITA,INCENDIO FORESTAL,25807,,,,,,,,,,,,,,,,1,,,,0,0,0,0,,0,0
02/05/2006 12:00:00 AM,NARIÑO,PASTO,DESLIZAMIENTO,52001,,,,25,5,5,,,,,,,,,,,,,,0,0,0,0,,,0
03/09/2007 12:00:00 AM,VALLE DEL CAUCA,BUENAVENTURA,VENDAVAL,76109,,,,2160,432,,432,,,,,,,,,,,,39184,0,16600000,14407200,0,,,31007200
06/30/2011 12:00:00 AM,CUNDINAMARCA,MACHETÁ,VENDAVAL,25426,,,,18,6,,,,,,,,,,,15.57,,,,0,0,0,0,,0,0
10/31/2008 12:00:00 AM,NACIÓN,NACIÓN,VARIOS,,,,,,,,,,,,,,,,,,,,39777,72230000,49500000,0,0,,,121730000
07/15/2002 12:00:00 AM,ATLÁNTICO,SUAN,VENDAVAL,08770,,,,450,90,,,,,,,,,2,2,,,,37587,0,0,2964680.44,0,,,2964680.44
11/12/2011 12:00:00 AM,RISARALDA,LA VIRGINIA,INUNDACION,66400,,,,31730,6346,,6346,,,,,,,,,,,,,0,0,0,0,,0,0
01/25/2012 12:00:00 AM,CAUCA,LA VEGA,DESLIZAMIENTO,19397,,,,170,34,,34,1,,,,,,,,,,,,11450000,8500000,0,0,,0,19950000
11/20/2007 12:00:00 AM,BOLÍVAR,EL PEÑÓN,INUNDACION,13268,,,,4880,976,,,,,,,,,,,,,,39449,273976372.5,40504156.16,0,0,,,314480528.6
03/05/2013 12:00:00 AM,CUNDINAMARCA,VERGARA,INUNDACION,25862,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,30000000,30000000
02/12/2004 12:00:00 AM,NACIÓN,NACIÓN,INCENDIO FORESTAL,,,,,,,,,,,,,,,,,,,,,0,0,0,0,67500000,,67500000
08/30/2013 12:00:00 AM,CAUCA,TIMBIO,INCENDIO ESTRUCTURAL,,,,,6,1,1,,,,,,,,,,,,0,,0,0,0,0,,0,0
01/11/2004 12:00:00 AM,QUINDIO,ARMENIA,DESLIZAMIENTO,63001,1,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0
04/27/2010 12:00:00 AM,HUILA,PALESTINA,INUNDACION,41530,,,,25,5,,5,,,,,,,,,,,,,0,0,0,0,,0,0
10/21/2010 12:00:00 AM,VALLE DEL CAUCA,PALMIRA,INUNDACION,76520,,,,15,3,,3,,,,,,,,,,,,,0,0,0,0,,0,0
07/16/2009 12:00:00 AM,META,FUENTE DE ORO,INUNDACION,50287,,,,98,10,,10,,,,,,,,,,,,,0,0,0,0,,,0
02/14/2009 12:00:00 AM,HUILA,NEIVA,VENDAVAL,41001,,,,345,69,,69,,,,,,,,,,,,,0,0,0,0,,,0
05/12/2004 12:00:00 AM,MAGDALENA,PIVIJAY,VENDAVAL,47551,,5,,180,36,,36,,,,,,,,8,,,,38139,0,0,11192770,0,,,11192770
04/01/2011 12:00:00 AM,META,VILLAVICENCIO,VENDAVAL,50001,,1,,20,4,,4,,,,,,,1,,,CAIDA DE ARBOLES.,,,0,0,0,0,,0,0
07/09/2012 12:00:00 AM,HUILA,SALADOBLANCO,INUNDACION,41660,,,,,,,,,,,,,,,,,,,,0,0,0,0,156333929.5,0,156333929.5
09/16/2010 12:00:00 AM,SUCRE,SINCELEJO,INUNDACION,70001,,,,3170,750,,,,1,,,,,,,,,,,0,13600000,0,0,,0,13600000
10/15/2011 12:00:00 AM,MAGDALENA,SANTA MARTA,INUNDACION,47001,,,,,,,,,,,,,,,,,,,,111600000,102000000,0,0,,0,213600000
11/08/2012 12:00:00 AM,SANTANDER,EL PLAYÓN,DESLIZAMIENTO,68255,,,,5,1,,1,,,,,,,,,,,,,0,0,0,0,,0,0
11/30/2008 12:00:00 AM,CUNDINAMARCA,MADRID,INUNDACION,25430,,,,,,,,,,,,,,,,117,PERDIDA DE CULTIVOS,,,0,0,0,0,,,0
08/03/2005 12:00:00 AM,RISARALDA,PEREIRA,VENDAVAL-INCENDIO ESTRUCTURAL,66001,,,,,,,,,,,,,,,,,,,38587,12727000,3700000,12977384,0,,,29404384
05/31/2012 12:00:00 AM,NARIÑO,LA FLORIDA,DESLIZAMIENTO,52381,,,,208,52,,52,,,,,,,2,,168,,,,0,0,0,0,,0,0
06/16/2007 12:00:00 AM,SUCRE,COVEÑAS,INUNDACION,70221,,,,120,35,,30,,,,,,,,,,,,,0,0,0,0,,,0
08/25/2007 12:00:00 AM,BOLÍVAR,CARTAGENA DE INDIAS,DESLIZAMIENTO,13001,1,,,5,1,1,,2,,,,,,,,,,,,0,0,0,0,,,0
06/09/2006 12:00:00 AM,CAUCA,VILLA RICA,VENDAVAL,19845,,,,1250,250,,250,2,,,,,,,,,,,38911,24650000,9625000,0,0,,49750000,84025000
12/04/2010 12:00:00 AM,VALLE DEL CAUCA,DAGUA,INUNDACION,76233,,,,3235,647,,271,2,,,,,,,,,,,,0,0,0,0,,0,0
08/22/2012 12:00:00 AM,CESAR,PAILITAS,INUNDACION,20517,,,,100,20,,20,,,,,,,,,,,,,0,0,0,0,,0,0
10/31/2007 12:00:00 AM,CESAR,LA GLORIA,INUNDACION,20383,,,,4550,910,,,,,,,,,,,,,,,0,0,0,0,,,0
04/27/2011 12:00:00 AM,TOLIMA,IBAGUÉ,DESLIZAMIENTO,73001,,,,25,5,,5,,,,,,,,,,,,,0,0,0,0,,0,0
01/31/2001 12:00:00 AM,CALDAS,VARIOS,INCENDIO FORESTAL,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0
07/03/2006 12:00:00 AM,ANTIOQUIA,ZARAGOZA,VENDAVAL,05895,,,,80,16,,16,,,,,,,,,,,,38964,0,0,7302594.4,0,,,7302594.4
07/17/2011 12:00:00 AM,BOYACÁ,TUNJA,DESLIZAMIENTO,15001,,,,360,72,,75,,,,,,,,,,,,,0,0,0,0,,0,0
03/28/2012 12:00:00 AM,VALLE DEL CAUCA,PALMIRA,INUNDACION,76520,,,,150,30,,,,,,,,,,,,,,,5729924.4,3187500,0,0,,0,8917424.4
01/05/2000 12:00:00 AM,CESAR,VARIOS,INUNDACION,,,,,24000,4000,292,2095,,,,,,,,,,,,,0,0,0,0,,,0
08/20/2012 12:00:00 AM,ANTIOQUIA,ANDES,DESLIZAMIENTO,05034,,,,5,1,,1,1,,,1,1,,,,,,,,0,0,0,0,,0,0
05/22/2013 12:00:00 AM,VALLE DEL CAUCA,JAMUNDI,INUNDACION,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
12/22/2008 12:00:00 AM,CAUCA,PURACÉ,INUNDACION,19585,,,,,,,,,,,,,,,,,PERDIDAS EN CULTIVOS. VIAS. ESCUELAS. ACUEDUCTOS,,,0,0,0,0,,,0
01/12/1999 12:00:00 AM,CALDAS,MANIZALES,INUNDACION,17001,,,,650,130,,,,,,,,,,,,,,36175,25582126.9,2695160,2664636,,,,30941922.9
09/08/2012 12:00:00 AM,QUINDIO,CALARCÁ,INCENDIO FORESTAL,63130,,,,,,,,,,,,,,,,2,,,,0,0,0,0,,0,0
10/18/2011 12:00:00 AM,VALLE DEL CAUCA,GINEBRA,INUNDACION,76306,,,,,,,,,,,,,,,,,,,,76700000,85000000,0,0,,0,161700000
