fecha,departamento,municipio,evento,codificacionsegundivipola,muertos,heridos,desapa,personas,familias,viviendasdestru,viviendasaver,vias,ptesvehic,ptepeat,acued,alcant,csalud,ceducat,ccomunit,hectareas,otros,subsidiodearriendo,fechatramiteadtivo,menajes,apaliment,materialesconst,sacos,otros1,transeconomicas,recejecutados
06/30/2011 12:00:00 AM,CAUCA,BOLÍVAR,INUNDACION,19100,,,,1277.5,365,,,,,,,,,,,,,,,0,0,0,0,,0,0
03/11/2011 12:00:00 AM,NORTE DE SANTANDER,BOCHALEMA,COLAPSO,54099,1,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
07/26/2012 12:00:00 AM,SANTANDER,PUERTO WILCHES,INCENDIO FORESTAL,68575,,,,,,,,,,,,,,,,1,,,,0,0,0,0,,0,0
04/22/2011 12:00:00 AM,CUNDINAMARCA,LENGUAZAQUE,INUNDACION,25407,,,,54,15,,15,,,,,,,,,,,,,0,0,0,0,,0,0
04/22/2011 12:00:00 AM,META,VISTAHERMOSA,INUNDACION,50711,,,,1055,211,,211,,,,,,,,,,,,,0,0,0,0,,0,0
11/21/2006 12:00:00 AM,ARCHIPIÉLAGO DE SAN ANDRÉS. PROVIDENCIA Y SANTA CATALINA,SAN ANDRÉS,MAREJADAS,88001,,,,250,50,,50,,,,,,,,,,,,,0,0,0,0,,,0
10/07/2010 12:00:00 AM,CALDAS,SALAMINA,VENDAVAL,17653,,,,75,15,,15,,,,,,,,,,,,,0,0,0,0,,0,0
11/25/2005 12:00:00 AM,BOLÍVAR,MOMPÓS,INUNDACION,13468,,,,8905,1781,,,,,,,,,,,,,,38761,93900000,57750000,0,0,,,151650000
07/30/2010 12:00:00 AM,CÓRDOBA,PUERTO LIBERTADOR,INUNDACION,23580,,,,4045,899,,899,,,,,,,,,,,,40437,10257840,91973831,0,0,,0,102231671
03/07/2013 12:00:00 AM,ARAUCA,ARAUCA,INCENDIO FORESTAL,81001,,,,,,,,,,,,,,,,10,,0,,0,0,0,0,,0,0
03/10/2008 12:00:00 AM,HUILA,CAMPO ALEGRE,AVALANCHA,,3,1,1,25,5,5,,,,,,,,,,,,,39563,0,0,0,0,,48280320,48280320
06/17/2009 12:00:00 AM,CHOCÓ,EL CARMEN DE ATRATO,INUNDACION,27245,,,,35,7,,7,3,1,2,,,,,,,,,40045,0,0,0,0,,11506000,11506000
12/06/2011 12:00:00 AM,VALLE DEL CAUCA,EL CERRITO,DESLIZAMIENTO,76248,,3,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
05/17/2011 12:00:00 AM,CAUCA,PIENDAMÓ,VENDAVAL,19548,,,,60,15,,15,,,,,,,,,,,,,0,0,0,0,,0,0
11/08/2001 12:00:00 AM,NARIÑO,RICAURTE,VENDAVAL,52612,,,,150,30,,,,,,,,,,,,,,,0,0,1073754,0,,,1073754
09/25/2012 12:00:00 AM,HUILA,TELLO,INCENDIO FORESTAL,41799,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
07/19/2012 12:00:00 AM,ANTIOQUIA,CAREPA,VENDAVAL,05147,,,,170,34,6,28,,,,,,,,,,,,,0,0,0,0,,0,0
11/05/2012 12:00:00 AM,QUINDIO,ARMENIA,INUNDACION,63001,,,,38,8,,8,,,,,,,,,,,,,0,0,0,0,,0,0
01/05/2012 12:00:00 AM,TOLIMA,ALVARADO,INCENDIO FORESTAL,73026,,,,,,,,,,,,,,,,4,,,,0,0,0,0,,0,0
01/17/2012 12:00:00 AM,BOLÍVAR,CÓRDOBA,INUNDACION,13212,,,,,,,,,,,,,,,,,,,,63020071.68,121805000,0,0,,0,184825071.7
12/02/2010 12:00:00 AM,RISARALDA,QUINCHÍA,DESLIZAMIENTO,66594,1,1,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
10/16/2004 12:00:00 AM,ANTIOQUIA,PUERTO TRIUNFO,VENDAVAL,05591,,,,845,169,,169,,,,,,,,,,,,,0,0,0,0,,,0
10/15/1999 12:00:00 AM,MAGDALENA,CERRO DE SAN ANTONIO,INUNDACION,47161,,,,2350,470,,,,,,,,,,,,,,36461,,4401370,,,,,4401370
06/09/2006 12:00:00 AM,MAGDALENA,PLATO,INUNDACION,47555,,,,3475,695,,,,,,,,,,,,,,,0,0,0,0,,,0
07/09/2012 12:00:00 AM,ARAUCA,TAME,INCENDIO ESTRUCTURAL,81794,,,,98,26,24,,,,,,,,,,,,,,1196000,0,23016000,0,28100000,0,52312000
08/26/2013 12:00:00 AM,NORTE DE SANTANDER,DURANIA,INUNDACION,54239,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
04/22/1998 12:00:00 AM,BOYACÁ,QUÍPAMA,DESLIZAMIENTO,15580,,,,640,80,,,,,,,,,,,,,,,,,,,,,0
05/17/2013 12:00:00 AM,TOLIMA,VENADILLO,VENDAVAL,73861,,,,20,4,,4,1,,,,,,,,,,0,,0,0,0,0,,0,0
04/19/2013 12:00:00 AM,CALDAS,ANSERMA,VENDAVAL,17042,,,,700,140,,140,,,,,,,,,,,3195000,,0,30,13670000,0,,0,13670030
07/02/2009 12:00:00 AM,ANTIOQUIA,SALGAR,INUNDACION,05642,,1,,110,25,,25,,,,,,,,,,,,,0,0,0,0,,,0
07/27/2013 12:00:00 AM,CUNDINAMARCA,COTA,INCENDIO FORESTAL,25214,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
03/21/1999 12:00:00 AM,HUILA,AGRADO,INUNDACION,41013,,,,,,,10,1,1,,1,,,,,,PERDIDA DE 84 HAS DE CULTIVOS,,,,,,,,,0
07/30/2012 12:00:00 AM,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,68001,,,,,,,,,,,,,,,,0.5,,,,0,0,0,0,,0,0
03/13/2013 12:00:00 AM,TOLIMA,LIBANO,INCENDIO ESTRUCTURAL,,,,,15,3,1,,,,,,,,,,,,0,,0,0,0,0,,0,0
10/26/2011 12:00:00 AM,CUNDINAMARCA,FUSAGASUGÁ,DESLIZAMIENTO,25290,,,,9,2,2,,,,,,,,,,,,,,0,0,0,0,,0,0
12/03/1999 12:00:00 AM,NARIÑO,MOSQUERA,INUNDACION,52473,2,,,550,110,45,60,,,,,,,,,,,,,,,,,,,**
11/25/1999 12:00:00 AM,TOLIMA,ROVIRA,DESLIZAMIENTO,73624,,,,200,55,4,,,,,,,,,,,,,,,,,,,,**
06/03/2011 12:00:00 AM,CESAR,VALLEDUPAR,DESLIZAMIENTO,20001,,,,380,76,3,73,,,,,,,,,,,,,0,0,0,0,,0,0
11/18/2005 12:00:00 AM,MAGDALENA,SITIONUEVO,INUNDACION,47745,,,,9307,1756,,,,,,,,,,,6000,,,,0,0,0,0,,,0
04/30/2013 12:00:00 AM,VALLE DEL CAUCA,TRUJILLO,DESLIZAMIENTO,76828,,,,,,,,1,,,,,,,,,,0,,0,0,0,0,,0,0
10/26/2004 12:00:00 AM,CALDAS,RIOSUCIO,DESLIZAMIENTO,17614,7,,,130,21,2,19,,,,,,,,,,,,,0,0,0,0,,,0
03/09/2013 12:00:00 AM,HUILA,ELIAS,INCENDIO FORESTAL,,,,,,,,,,,,,,,,,15,,0,,0,0,0,0,,0,0
02/09/2013 12:00:00 AM,VALLE DEL CAUCA,BOLIVAR,SISMO,,,,,165,33,,33,,,,,,,,,,1,0,,0,0,0,0,,0,0
05/13/2005 12:00:00 AM,ANTIOQUIA,CONCORDIA,INUNDACION,05209,,,,85,17,1,16,,,,,,,,,,,,,0,0,0,0,,,0
10/16/2006 12:00:00 AM,CHOCÓ,ISTMINA,DESLIZAMIENTO,27361,,,,14,3,,3,,,,,,,,,,,,,0,0,0,0,,,0
02/21/2013 12:00:00 AM,CASANARE,MONTERREY,INCENDIO FORESTAL,85162,,,,,,,,,,,,,,,,180,,0,,0,0,0,0,,0,0
08/22/2012 12:00:00 AM,BOYACÁ,CORRALES,INUNDACION,15215,,,,,,,,,,,,,,,,,,,,0,0,0,0,,250000000,250000000
07/27/2012 12:00:00 AM,MAGDALENA,PEDRAZA,VENDAVAL,47541,,,,30,6,3,3,,,,,,,,,,,,,0,0,0,0,,0,0
04/20/2011 12:00:00 AM,ANTIOQUIA,VALDIVIA,INUNDACION,05854,,,,750,150,,150,,,,,,,,,,,,,0,0,0,0,,0,0
11/06/1998 12:00:00 AM,BOLÍVAR,SIMITÍ,INUNDACION,13744,,,,,,,,,,,,,,,,,,,,,,,2204000,,,2204000
10/21/2009 12:00:00 AM,ANTIOQUIA,TOLEDO,INUNDACION,05819,,,2,2,1,1,,,,,,,,,,,,,,0,0,0,0,,,0
05/20/2006 12:00:00 AM,CÓRDOBA,SAN CARLOS,INUNDACION,23678,,,,2250,450,,,,,,,,,,,,,,38951,41630000,42350000,0,0,,60000000,143980000
09/29/2008 12:00:00 AM,CÓRDOBA,SAN PELAYO,INUNDACION,23686,,,,13500,2700,,2700,,,,,,,,,,,,,0,0,0,0,,,0
02/02/2013 12:00:00 AM,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,76001,,,,,,,,,,,,,,,,2,,0,,0,0,0,0,,0,0
11/29/2011 12:00:00 AM,HUILA,ÍQUIRA,DESLIZAMIENTO,41357,,,,,,,,1,,,,,,,,,,,,0,0,0,0,,0,0
10/14/2007 12:00:00 AM,META,CUMARAL,INUNDACION,50226,,,,11,2,,,,,,,,,,,,,,,0,0,0,0,,,0
11/19/2011 12:00:00 AM,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,68001,,,,40,8,8,,,,,,,,,,,,,,0,0,0,0,,0,0
03/20/2011 12:00:00 AM,CALDAS,MANIZALES,DESLIZAMIENTO,17001,,,,,,,,1,,,,,,,,,,,,0,0,0,0,,0,0
12/01/2009 12:00:00 AM,ANTIOQUIA,VIGÍA DEL FUERTE,INUNDACION,05873,,,,95,19,19,,,,,,,,,,,,,40175,0,0,0,0,,40780900,40780900
12/04/2012 12:00:00 AM,CUNDINAMARCA,SILVANIA,AVALANCHA,25743,2,,1,3,,,,,,,,,,,,,,,,0,0,0,0,,0,0
07/08/1998 12:00:00 AM,TOLIMA,CAJAMARCA,DESLIZAMIENTO,73124,5,5,1,900,150,7,30,3,4,3,7,,,,,,DAÑOS EN EL SERVICIO ELECTRICO,,,32125819.02,3450000,,,,,35575819.02
02/26/2012 12:00:00 AM,ANTIOQUIA,TURBO,INCENDIO FORESTAL,05837,,,,,,,,,,,,,,,,100,,,,0,0,0,0,,0,0
10/27/2010 12:00:00 AM,CAUCA,TIMBIQUÍ,INCENDIO ESTRUCTURAL,19809,1,2,,8,1,1,,,,,,,,,,,,,,0,0,0,0,,0,0
11/03/2010 12:00:00 AM,ANTIOQUIA,MEDELLÍN,COLAPSO,05001,,,,8,1,1,,,,,,,,,,,,,,0,0,0,0,,0,0
06/04/2013 12:00:00 AM,NARIÑO,IPIALES,ACCIDENTE,52356,2,2,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
07/21/2010 12:00:00 AM,ANTIOQUIA,ZARAGOZA,INUNDACION,05895,,,,500,200,,,,,,,,,,,,,,,0,0,0,0,,0,0
05/24/2000 12:00:00 AM,META,MAPIRIPÁN,INUNDACION,50325,,,,977,195,,,,,,,,,,,,,,,0,0,0,0,,,0
12/19/2002 12:00:00 AM,CHOCÓ,BAGADÓ,INUNDACION,27073,1,,,700,175,,,,,,,,,,,,,,,0,0,0,0,,,0
07/26/2010 12:00:00 AM,BOYACÁ,PAJARITO,DESLIZAMIENTO,15518,,,,45,9,,6,,,,,,,,,,,,,0,0,0,0,,0,0
07/29/2012 12:00:00 AM,CHOCÓ,QUIBDÓ,INUNDACION,27001,,,,123,23,1,2,,,,,,,,,,,,,0,0,0,0,,0,0
09/06/2008 12:00:00 AM,QUINDIO,LA TEBAIDA,INCENDIO ESTRUCTURAL,63401,,,,10,2,,2,,,,,,,,,,,,,0,0,0,0,,,0
11/23/2004 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA,INUNDACION,54001,,,,260,60,,,,,,,,,,,,,,,0,0,0,0,,,0
09/08/1999 12:00:00 AM,CESAR,GONZALEZ,CONTAMINACION,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/27/2008 12:00:00 AM,ANTIOQUIA,ITAGÜÍ,INUNDACION,05360,,,,200,40,,,,,,,,,,,,,,,0,0,0,0,,,0
02/17/2009 12:00:00 AM,PUTUMAYO,PUERTO GUZMÁN,VENDAVAL,86571,,,,75,15,,15,,,,,,,,,,,,,0,0,0,0,,,0
02/08/2013 12:00:00 AM,CALDAS,DEPARTAMENTO,VENDAVAL,,,,,,,,,,,,,,,,,,,0,,0,0,14349803.2,0,,0,14349803.2
10/07/2012 12:00:00 AM,LA GUAJIRA,RIOHACHA,INUNDACION,44001,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
09/09/2012 12:00:00 AM,QUINDIO,CALARCÁ,INCENDIO FORESTAL,63130,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
02/20/2011 12:00:00 AM,CUNDINAMARCA,SUPATÁ,INUNDACION,25777,,,,142,52,,,,,,,,,,,,,,,0,0,0,0,,0,0
06/16/2012 12:00:00 AM,VICHADA,SANTA ROSALÍA,INUNDACION,99624,,,,341,115,,115,,,,,,,,,,,,,0,0,0,0,,0,0
02/05/2008 12:00:00 AM,NARIÑO,IPIALES,DESLIZAMIENTO,52356,,,,,,,,,,,1,,,,,,,,,0,0,0,0,,,0
08/16/2013 12:00:00 AM,CAQUETA,FLORENCIA,DESLIZAMIENTO,,,,,20,4,,4,,,1,,,,,,,,0,,0,0,0,0,,0,0
09/02/2013 12:00:00 AM,CHOCO,CANTON DE SAN PABLO,INUNDACION,,,,,4075,815,,815,,,,,,,,,,,0,,0,0,0,0,,0,0
03/12/2012 12:00:00 AM,MAGDALENA,CIÉNAGA,INCENDIO FORESTAL,47189,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
11/30/2008 12:00:00 AM,SANTANDER,SANTA BÁRBARA,INUNDACION,68705,,,,250,50,3,1,1,,,,,,,,,,,,0,0,0,0,,,0
01/10/2002 12:00:00 AM,CUNDINAMARCA,LA CALERA,INCENDIO FORESTAL,25377,,,,,,,,,,,,,,,,1,,,,0,0,0,0,,,0
10/19/2007 12:00:00 AM,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,INUNDACION,18094,,,,,,,,,,1,,,,,,,,,,0,0,0,0,,,0
12/16/2011 12:00:00 AM,BOYACÁ,VILLA DE LEYVA,INUNDACION,15407,,,,10,2,,2,,,,,,,,,,,,,0,0,0,0,,0,0
07/06/2012 12:00:00 AM,BOYACÁ,CUBARÁ,INUNDACION,15223,,,,71,18,,18,1,,,,,,,,,,,,0,0,0,0,44999880,0,44999880
05/08/2012 12:00:00 AM,SANTANDER,CERRITO,INUNDACION,68162,,,,,,,,,,,1,,,,,,,,,0,0,0,0,,0,0
11/12/2000 12:00:00 AM,CESAR,TAMALAMEQUE,AVALANCHA,20787,,,,180,30,30,,1,,,,,,,,,,,,0,0,0,0,,,0
05/19/2010 12:00:00 AM,RISARALDA,PEREIRA,DESLIZAMIENTO,66001,,,1,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
05/13/2011 12:00:00 AM,CUNDINAMARCA,TOCAIMA,INUNDACION,25815,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
08/06/2012 12:00:00 AM,TOLIMA,CARMEN DE APICALÁ,INCENDIO FORESTAL,73148,,,,,,,,,,,,,,,,5,,,,0,0,0,0,,0,0
04/27/2010 12:00:00 AM,META,SAN MARTÍN,INUNDACION,50689,,,,20,5,,5,,,,,,,,,,,,,0,0,0,0,,0,0
05/19/2003 12:00:00 AM,CHOCÓ,BAHÍA SOLANO,INUNDACION,27075,,,,550,110,,,,,,,,,,,,,,,0,0,0,0,,,0
11/11/2010 12:00:00 AM,TOLIMA,ORTEGA,INUNDACION,73504,,,,5000,1000,2,205,,,1,2,,,2,,175.85,,,,0,0,0,0,,0,0
03/31/2012 12:00:00 AM,CESAR,LA JAGUA DE IBIRICO,VENDAVAL,20400,,,,195,39,,39,,,,,,,,,,,,,0,0,0,0,,0,0
06/15/2006 12:00:00 AM,PUTUMAYO,PUERTO LEGUÍZAMO,INUNDACION,86573,,,,7690,1538,,,,,,,,,,,,,,38923,66600000,40500000,0,0,,,107100000
11/04/2011 12:00:00 AM,CUNDINAMARCA,LA CALERA,INUNDACION,25377,,,,6,1,,1,1,,,,,,,,,,,,0,0,0,0,,0,0
11/17/2011 12:00:00 AM,CHOCÓ,EL CANTÓN DEL SAN PABLO,INUNDACION,27135,,,,,,,,,,,,,,,,,,,,0,0,0,0,,30000000,30000000
11/01/2010 12:00:00 AM,SANTANDER,PIEDECUESTA,DESLIZAMIENTO,68547,,,,665,133,32,74,35,2,,,,,,,120,PERDIDA DE CULTIVOS,,,0,0,0,0,,0,0
10/05/1999 12:00:00 AM,BOLÍVAR,BARRANCO DE LOBA,INUNDACION,13074,,,,3925,785,,,,,,,,,,,,AFECTACION CULTIVOS DE MAIZ. YUCA,,36444,,6596000,,,,,6596000
01/12/2013 12:00:00 AM,CALDAS,SAMANA,INCENDIO FORESTAL,,,,,,,,,,,,,,,,,6,,0,,0,0,0,0,,0,0
04/21/2007 12:00:00 AM,BOLÍVAR,ARJONA,INUNDACION,13052,,,,20,4,,,,,,,,,,,,,,,0,0,0,0,,,0
02/21/2012 12:00:00 AM,SANTANDER,CONTRATACIÓN,INCENDIO FORESTAL,68211,,,,,,,,,,,,,,,,10,,,,0,0,0,0,,0,0
03/28/2012 12:00:00 AM,VALLE DEL CAUCA,CALIMA,INUNDACION,76126,,,,,,,,,,,,,,,,,,,,9374888,5312500,1289862,0,,0,15977250
01/25/2013 12:00:00 AM,GUAVIARE,SAN JOSE DEL GUAVIARE,INCENDIO FORESTAL,,,,,,,,,,,,,,,,,12,,0,,0,0,0,0,,0,0
10/07/2013 12:00:00 AM,HUILA,YAGUARA,INCENDIO FORESTAL,,,,,,,,,,,,,,,,,6,,0,,0,0,0,0,,0,0
04/13/1999 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,INUNDACION,18753,,,,50,10,3,7,1,,,,,,1,,,,,,,,,,,,0
04/19/2012 12:00:00 AM,BOLÍVAR,TIQUISIO,INUNDACION,13810,,,,,,,,1,,,,,,,,,,,,0,0,0,0,,30000000,30000000
03/07/2012 12:00:00 AM,CÓRDOBA,BUENAVISTA,INUNDACION,23079,,,,,,,,,,,,,,,,,,,,0,0,0,0,226325012.1,0,226325012.1
02/07/2008 12:00:00 AM,RISARALDA,MARSELLA,INUNDACION,66440,,,,250,50,,,,,,,,,,,,,,39595,5597600,4900000,0,0,,,10497600
07/09/2007 12:00:00 AM,CÓRDOBA,CIENAGA DE ORO,INUNDACION,,,,,1085,595,,,,,,,,,,,,,,,0,0,0,0,,,0
03/27/2012 12:00:00 AM,NARIÑO,SANDONÁ,INUNDACION,52683,,,,38,8,,8,,,,,,,,,,,,,0,0,0,0,,0,0
07/11/2008 12:00:00 AM,CHOCÓ,BAGADÓ,INUNDACION,27073,,,,2500,500,,,,,,,,,,,,,,39650,0,0,31598400,0,,,31598400
01/09/2013 12:00:00 AM,BOYACA,SOTAQUIRA,INCENDIO FORESTAL,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
05/11/2012 12:00:00 AM,SUCRE,MAJAGUAL,INUNDACION,70429,,,,7118,1818,,,,,,,,,,,,,,,0,193162500,0,0,,0,193162500
11/29/2011 12:00:00 AM,CESAR,PUEBLO BELLO,DESLIZAMIENTO,20570,,,2,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
08/23/2005 12:00:00 AM,TOLIMA,IBAGUÉ,INUNDACION,73001,,,,250,50,,,,,,,,,1,,,AVERIA EN FLUIDO ELECTRICO.,,38678,3000000,1850000,0,0,,,4850000
02/14/2013 12:00:00 AM,SANTANDER,PUERTO WILCHES,INCENDIO FORESTAL,68575,,,,,,,,,,,,,,,,43,,0,,0,0,0,0,,0,0
11/25/2008 12:00:00 AM,VALLE DEL CAUCA,VIJES,INUNDACION,76869,,,,615,123,,123,,,,,,,,,,PERDIDA DE CULTIVOS,,,0,0,0,0,,,0
04/04/2008 12:00:00 AM,TOLIMA,ICONONZO,VENDAVAL,73352,,,,565,113,,113,,,,,,,,,,,,39622,5252544,3564000,6869520,0,,,15686064
11/14/2010 12:00:00 AM,CAUCA,LA SIERRA,INUNDACION,19392,,,,12705,4235,,1753,1,,,,,,,,8104,CAFÉ. CAÑA. YUCA. PLATANO. PASTO. FRIJOL. MAIZ.,,,0,0,0,0,,0,0
04/20/2011 12:00:00 AM,CUNDINAMARCA,PACHO,INUNDACION,25513,,,,170,47,,47,,1,,,,,,,,,,,0,0,0,0,,0,0
11/28/2001 12:00:00 AM,SANTANDER,LEBRIJA,INUNDACION,68406,,,,800,160,,,,,,,,,,,,,,,0,0,0,0,,,0
12/06/2010 12:00:00 AM,MAGDALENA,SITIONUEVO,INUNDACION,47745,1,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
10/01/2010 12:00:00 AM,SANTANDER,SAN BENITO,INUNDACION,68673,,,,250,50,,4,1,,,1,,,,,80,PERDIDA DE CULTIVOS,,,0,0,0,0,,0,0
05/17/2005 12:00:00 AM,TOLIMA,CAJAMARCA,INUNDACION,73124,,,,100,20,,,,,,,,,,,,,,,0,0,0,0,,,0
04/23/2009 12:00:00 AM,SANTANDER,CIMITARRA,INUNDACION,68190,,,,500,100,,10,4,,,1,,,,,,,,,0,0,0,0,,,0
01/11/2013 12:00:00 AM,TOLIMA,CHAPARRAL,INCENDIO ESTRUCTURAL,73168,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
02/01/2013 12:00:00 AM,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,76001,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
09/28/2012 12:00:00 AM,TOLIMA,HONDA,VENDAVAL,73349,,,,50,10,,10,,,,,,,,,,,,,0,0,0,0,,0,0
04/05/2010 12:00:00 AM,NORTE DE SANTANDER,SAN CAYETANO,INUNDACION,54673,,,,30,6,,6,,,,,,,,,,,,,0,0,0,0,,0,0
05/24/2012 12:00:00 AM,ANTIOQUIA,LA PINTADA,VENDAVAL,05390,,,,280,90,,90,,,,,,,,,,,,,0,0,0,0,,0,0
08/03/2003 12:00:00 AM,SANTANDER,LEBRIJA,INUNDACION,68406,,,,250,50,,,,,,,,,,,,,,37964,0,465000,0,0,,,465000
05/21/2008 12:00:00 AM,RISARALDA,LA VIRGINIA,INUNDACION,66400,,,,84,57,,57,,,,,,,,,,,,,0,0,0,0,,,0
01/21/2013 12:00:00 AM,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,68001,,,,5,1,,1,,,,,,,,,,,0,,0,0,0,0,,0,0
11/30/2007 12:00:00 AM,BOLÍVAR,MAGANGUÉ,INUNDACION,13430,,,,27480,5496,,,,,,,,,,,,,,39450,559832000,145250000,0,0,,,705082000
01/22/2013 12:00:00 AM,CUNDINAMARCA,JUNIN,INCENDIO FORESTAL,,,,,,,,,,,,,,,,,4,,0,,0,0,0,0,,0,0
08/01/2013 12:00:00 AM,PUTUMAYO,VILLAGARZON,INUNDACION,,,,,50,13,,,,,,,,,,,,,0,,0,0,0,0,,0,0
11/29/2004 12:00:00 AM,CHOCÓ,QUIBDÓ,EXPLOSION,27001,2,9,,,,,,,,,,,,,1,,AFECTADO UN CENTRO COMERCIAL,,,0,0,0,0,,,0
09/09/2012 12:00:00 AM,ATLÁNTICO,MANATÍ,VENDAVAL,08436,,,,505,101,,101,,,,,,,,,,,,,0,0,0,0,15600000,0,15600000
05/12/2006 12:00:00 AM,ANTIOQUIA,TURBO,INUNDACION,05837,,,,220,44,,,,,,,,,,,,,,,0,0,0,0,,,0
06/27/2012 12:00:00 AM,HUILA,DEPARTAMENTO,INCENDIO FORESTAL,,,,,,,,,,,,,,,,,5.2,,,,0,0,0,0,,0,0
11/29/2010 12:00:00 AM,ATLÁNTICO,DEPARTAMENTO,INUNDACION,,,,,,,,,,,,,,,,,,,,40535,47000000,1717000000,0,138560000,22040000,0,1924600000
11/17/2011 12:00:00 AM,CHOCÓ,RIOSUCIO,INUNDACION,27615,1,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
07/17/2006 12:00:00 AM,CALDAS,MANZANARES,DESLIZAMIENTO,17433,,,,,,,,1,,,,,,1,,,,,,0,0,0,0,,119957500,119957500
05/05/2012 12:00:00 AM,MAGDALENA,EL BANCO,INUNDACION,47245,,,,,,,,,,,,,,,,,,,,381997480,212500000,0,0,,0,594497480
10/27/2002 12:00:00 AM,ATLÁNTICO,BARRANQUILLA,INUNDACION,08001,,,,6000,1200,,,,,,,,,,,,,,,31000000,15500000,0,0,,,46500000
11/05/2007 12:00:00 AM,HUILA,PITALITO,DESLIZAMIENTO,41551,1,,,75,15,1,,,,,,,,,,,,,,0,0,0,0,,,0
06/10/2008 12:00:00 AM,ANTIOQUIA,CALDAS,DESLIZAMIENTO,05129,,1,,5,1,,1,,,,,,,,,,,,,0,0,0,0,,,0
04/27/2008 12:00:00 AM,ATLÁNTICO,SOLEDAD,VENDAVAL,08758,,,,35,7,,7,,,,,,,,,,,,,0,0,0,0,,,0
08/07/2012 12:00:00 AM,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,76001,,,,12,5,1,,,,,,,,,,,,,,0,0,0,0,,0,0
05/19/2008 12:00:00 AM,ANTIOQUIA,COPACABANA,INUNDACION,05212,,,,10,2,,2,,,,,,,,,,,,,0,0,0,0,,,0
01/14/2011 12:00:00 AM,NARIÑO,LOS ANDES,DESLIZAMIENTO,52418,,,,272,67,2,30,2,,,,,,,,,,,,0,0,0,0,,0,0
08/23/2001 12:00:00 AM,CUNDINAMARCA,FACATATIVÁ,INCENDIO FORESTAL,25269,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0
05/28/2008 12:00:00 AM,NARIÑO,DEPARTAMENTO,INUNDACION,,,,,,,,,,,,,,,,,17167,PERDIDA DE CULTIVOS,,39609,0,24750000,0,0,,,24750000
07/02/2013 12:00:00 AM,TOLIMA,IBAGUE,DESLIZAMIENTO,,,,,5,1,1,,,,,,,,,,,,0,,0,0,0,0,,0,0
04/16/2011 12:00:00 AM,ANTIOQUIA,PUERTO TRIUNFO,DESLIZAMIENTO,05591,,,,107,39,,39,,,,,,,,,,,,,0,0,0,0,,0,0
12/15/2010 12:00:00 AM,NARIÑO,MOSQUERA,INUNDACION,52473,,,,270,45,10,35,,,,,,,,,,,,,0,0,0,0,,0,0
04/05/2012 12:00:00 AM,SUCRE,SAN BENITO ABAD,TORMENTA ELECTRICA,70678,1,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
05/06/1998 12:00:00 AM,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,25572,,,,,,,,,,,,,,,,,,,,,,,,,,0
05/30/2004 12:00:00 AM,CHOCÓ,RÍO QUITO,INUNDACION,27600,,,,1986,381,,,,,,,,,,,,,,,0,0,0,0,,,0
03/15/2013 12:00:00 AM,BOYACA,SAMACA,ACCIDENTE MINERO,,1,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0
08/20/2012 12:00:00 AM,TOLIMA,NATAGAIMA,INCENDIO FORESTAL,73483,,,,,,,,,,,,,,,,115,,,,0,0,0,0,,0,0
01/09/2012 12:00:00 AM,NARIÑO,SANDONÁ,DESLIZAMIENTO,52683,,,,80,21,,21,,,,,,,,,,,,,0,0,0,0,,0,0
04/16/2013 12:00:00 AM,CUNDINAMARCA,ANOLAIMA,INUNDACION,25040,,,,110,220,,220,1,,,,1,,1,2,,,0,,0,0,0,0,,0,0
